flow_duration,fwd_pkt_count,bwd_pkt_count,mean_pkt_size,iat_mean,pps,flood_score,mac_fill,new_mac_rate,syn_count,label
34.91,0,5845,1508.65,0.001118,894.28,0.25,0.002,0.15,0,DoS
34.91,0,5845,1508.65,0.001118,894.28,0.25,0.002,0.15,0,DoS
34.91,0,5845,1508.65,0.001118,894.28,0.25,0.002,0.15,0,DoS
34.88,0,5640,1508.69,0.001119,893.78,0.0,0.002,0.16,0,DoS
34.88,0,5640,1508.69,0.001119,893.78,0.0,0.002,0.16,0,DoS
34.88,0,5640,1508.69,0.001119,893.78,0.0,0.002,0.16,0,DoS
34.88,0,5640,1508.69,0.001119,893.78,0.0,0.002,0.16,0,DoS
34.88,0,5640,1508.69,0.001119,893.78,0.0,0.002,0.16,0,DoS
34.88,0,5640,1508.69,0.001119,893.78,0.0,0.002,0.16,0,DoS
34.88,0,5823,1508.64,0.001118,894.13,0.0,0.002,0.15,0,DoS
34.88,0,5823,1508.64,0.001118,894.13,0.0,0.002,0.15,0,DoS
34.88,0,5823,1508.64,0.001118,894.13,0.0,0.002,0.15,0,DoS
34.88,0,5823,1508.64,0.001118,894.13,0.0,0.002,0.15,0,DoS
34.88,0,5823,1508.64,0.001118,894.13,0.0,0.002,0.15,0,DoS
34.88,0,5823,1508.64,0.001118,894.13,0.0,0.002,0.15,0,DoS
34.88,0,5831,1508.29,0.001118,894.49,0.0,0.002,0.15,0,DoS
34.88,0,5831,1508.29,0.001118,894.49,0.0,0.002,0.15,0,DoS
34.88,0,5831,1508.29,0.001118,894.49,0.0,0.002,0.15,0,DoS
34.88,0,5831,1508.29,0.001118,894.49,0.0,0.002,0.15,0,DoS
34.88,0,5831,1508.29,0.001118,894.49,0.0,0.002,0.15,0,DoS
34.88,0,5831,1508.29,0.001118,894.49,0.0,0.002,0.15,0,DoS
34.88,0,5831,1508.29,0.001118,894.49,0.0,0.002,0.15,0,DoS
29.97,0,5858,1507.41,0.001118,894.71,0.375,0.002,0.15,0,DoS
29.97,0,5858,1507.41,0.001118,894.71,0.375,0.002,0.15,0,DoS
29.97,0,5858,1507.41,0.001118,894.71,0.375,0.002,0.15,0,DoS
29.97,0,5858,1507.41,0.001118,894.71,0.375,0.002,0.15,0,DoS
29.97,0,5858,1507.41,0.001118,894.71,0.375,0.002,0.15,0,DoS
29.97,0,5858,1507.41,0.001118,894.71,0.375,0.002,0.15,0,DoS
34.91,0,5339,1508.23,0.000995,1005.05,0.375,0.002,0.19,0,DoS
34.91,0,5339,1508.23,0.000995,1005.05,0.375,0.002,0.19,0,DoS
34.91,0,5339,1508.23,0.000995,1005.05,0.375,0.002,0.19,0,DoS
34.91,0,5339,1508.23,0.000995,1005.05,0.375,0.002,0.19,0,DoS
34.91,0,5339,1508.23,0.000995,1005.05,0.375,0.002,0.19,0,DoS
34.91,0,5339,1508.23,0.000995,1005.05,0.375,0.002,0.19,0,DoS
34.88,0,5072,1508.14,0.001248,801.57,0.0,0.002,0.16,0,DoS
34.88,0,5072,1508.14,0.001248,801.57,0.0,0.002,0.16,0,DoS
34.88,0,5072,1508.14,0.001248,801.57,0.0,0.002,0.16,0,DoS
34.88,0,5072,1508.14,0.001248,801.57,0.0,0.002,0.16,0,DoS
34.88,0,5072,1508.14,0.001248,801.57,0.0,0.002,0.16,0,DoS
34.88,0,5072,1508.14,0.001248,801.57,0.0,0.002,0.16,0,DoS
34.88,0,5072,1508.14,0.001248,801.57,0.0,0.002,0.16,0,DoS
34.88,0,5848,1508.31,0.001118,894.28,0.25,0.002,0.15,0,DoS
34.88,0,5848,1508.31,0.001118,894.28,0.25,0.002,0.15,0,DoS
34.88,0,5848,1508.31,0.001118,894.28,0.25,0.002,0.15,0,DoS
34.88,0,5848,1508.31,0.001118,894.28,0.25,0.002,0.15,0,DoS
34.88,0,5848,1508.31,0.001118,894.28,0.25,0.002,0.15,0,DoS
34.88,0,5848,1508.31,0.001118,894.28,0.25,0.002,0.15,0,DoS
34.88,0,5722,1507.81,0.001118,894.54,0.0,0.002,0.16,0,DoS
34.88,0,5722,1507.81,0.001118,894.54,0.0,0.002,0.16,0,DoS
34.88,0,5722,1507.81,0.001118,894.54,0.0,0.002,0.16,0,DoS
34.88,0,5722,1507.81,0.001118,894.54,0.0,0.002,0.16,0,DoS
34.88,0,5722,1507.81,0.001118,894.54,0.0,0.002,0.16,0,DoS
34.88,0,5722,1507.81,0.001118,894.54,0.0,0.002,0.16,0,DoS
34.88,0,5711,1508.22,0.001118,894.36,0.0,0.002,0.16,0,DoS
34.88,0,5711,1508.22,0.001118,894.36,0.0,0.002,0.16,0,DoS
34.88,0,5711,1508.22,0.001118,894.36,0.0,0.002,0.16,0,DoS
34.88,0,5711,1508.22,0.001118,894.36,0.0,0.002,0.16,0,DoS
34.88,0,5711,1508.22,0.001118,894.36,0.0,0.002,0.16,0,DoS
